asset,current_price,prev_close,opens,bids,ask,day_range_min,day_range_max,fifty_two_wk_min,fifty_two_wk_max,volume,avg_volume,market_cap,beta,PE_ratio,eps,earnings_date_min,earnings_date_max,dividend_yield,dividend_date,one_year_est,RSI,Adj_Close,Change,Gain,Loss,AVG_gain,AVG_Loss,RS,target
(BNPQY),21.64,22.56,21.64,0.0,0.0,21.48,21.96,21.48,30.13,437924.0,241216.0,53.97,1.36,6.37,3.4,N,/,"['1.68', '(7.46%)']","May 23, 2019",26.94,19.630996365991482,21.64,-0.9199999999999982,0.0,0.9199999999999982,0.1131327753664685,0.4631638794607846,0.2442607905827581,0.0
(ADBE),336.77,351.03,340.45,336010.0,336760.0,326.69,344.12,249.1,386.75,4344200.0,2647088.0,162.75,0.97,56.13,6.0,M,a,"['N/A', '(N/A)']","Mar 23, 2005",360.46,40.99678482183847,336.77,-14.259999999999993,0.0,14.259999999999993,3.2941490282215136,4.740990904183045,0.6948228956345472,2.0
(CLH),66.15,68.95,66.54,65960.0,66150.0,64.95,66.95,62.54,88.4,1055217.0,348337.0,3.693,1.62,38.02,1.74,"Apr 28, 2020 "," May 03, 2020","['N/A', '(N/A)']",,88.89,29.342345142557164,66.15,-2.799999999999997,0.0,2.799999999999997,0.6919865173409541,1.6663339031264597,0.4152748233968078,0.0
(DOV),101.49,105.78,102.24,97500.0,101700.0,99.41,104.73,87.07,120.26,1783749.0,854870.0,14.648,1.47,22.02,4.61,"Apr 15, 2020 "," Apr 19, 2020","['1.96', '(1.85%)']","Feb 26, 2020",122.67,34.592202085628,101.49,-4.290000000000006,0.0,4.290000000000006,0.8514602148160318,1.6099621968256583,0.5288696942666387,2.0
(CRL),155.09,161.63,157.29,150000.0,163000.0,150.97,158.35,123.17,179.38,443893.0,370031.0,7.593,1.05,30.59,5.07,"May 04, 2020 "," May 10, 2020","['N/A', '(N/A)']",,187.4,42.18745759141317,155.09,-6.539999999999992,0.0,6.539999999999992,1.5780360998914909,2.1624976748024465,0.7297284608806117,2.0
(MKTX),362.36,377.53,368.91,315370.0,385000.0,348.6,372.89,222.31,421.45,348301.0,302278.0,13.625,0.19,67.1,5.4,A,p,"['2.40', '(0.69%)']","Feb 10, 2020",346.6,,,,,,,,,
(NTRS),77.64,80.89,78.39,74810.0,77890.0,76.34,79.5,76.34,110.48,2343439.0,1330772.0,16.246,1.24,11.71,6.63,"Oct 14, 2019 "," Oct 20, 2019","['2.80', '(3.46%)']","Mar 11, 2020",108.25,19.692224808561093,77.64,-3.25,0.0,3.25,0.4042391958251823,1.648546610527391,0.2452094428169435,0.0
(SAIA),79.26,82.56,79.29,79090.0,79240.0,78.72,83.06,56.35,107.0,291239.0,291245.0,2.064,0.93,18.43,4.3,"Apr 28, 2020 "," May 03, 2020","['N/A', '(N/A)']",,99.11,29.36781328753685,79.26,-3.299999999999997,0.0,3.299999999999997,0.6797761599878225,1.6349217486791017,0.4157851349992942,0.0
(VMW),117.13,121.88,117.76,115000.0,118700.0,114.56,119.53,114.56,206.8,1943475.0,1298321.0,48.926,1.16,7.77,15.08,"May 27, 2020 "," May 31, 2020","['N/A', '(N/A)']","Dec 30, 2018",167.17,,,,,,,,,
(CPRT),80.19,83.52,79.89,76990.0,80180.0,78.6,82.06,57.72,104.88,2674758.0,1881421.0,18.741,0.96,26.09,3.07,"May 19, 2020 "," May 24, 2020","['N/A', '(N/A)']",,101.75,26.731677365329126,80.19,-3.3299999999999983,0.0,3.3299999999999983,0.5324231911653484,1.4593081315233616,0.3648463128959307,0.0
(BMO),62.94,65.54,64.12,62840.0,63090.0,62.8,64.34,62.8,79.93,2713277.0,540416.0,40.385,1.13,10.25,6.14,N,/,"['3.19', '(4.87%)']","Apr 29, 2020",85.95,15.667030348386787,62.94,-2.6000000000000085,0.0,2.6000000000000085,0.1651624657797029,0.8890415671926939,0.1857758645652898,0.0
(IMO),21.05,21.92,21.38,21040.0,21050.0,20.67,21.7,20.56,30.38,909550.0,382362.0,15.443,1.02,17.37,1.21,"Jan 30, 2017 "," Feb 05, 2017","['0.67', '(2.94%)']","Mar 03, 2020",32.51,29.04328638362722,21.05,-0.870000000000001,0.0,0.870000000000001,0.10756060761001976,0.2627852485347438,0.40930991450153176,0.0
(OC),50.86,52.96,51.41,49290.0,50800.0,49.36,52.73,44.46,68.72,1879981.0,1229268.0,5.68,1.37,13.82,3.68,"Apr 21, 2020 "," Apr 26, 2020","['0.96', '(1.64%)']","Mar 04, 2020",76.0,29.916401337562874,50.86,-2.1000000000000014,0.0,2.1000000000000014,0.4950847528544634,1.1598093210288063,0.4268673685216631,0.0
(SLM),9.98,10.39,9.96,9970.0,10060.0,9.77,10.28,7.76,12.32,4339142.0,4432042.0,4.218,1.38,7.68,1.3,"Oct 20, 2019 "," Oct 24, 2019","['0.12', '(1.09%)']","Mar 04, 2020",13.91,41.04826292872648,9.98,-0.41000000000000014,0.0,0.41000000000000014,0.13577935896781854,0.1950004335987438,0.6963028566757672,2.0
(SQM),27.3,28.41,27.41,27350.0,27370.0,26.87,27.78,22.71,41.04,836658.0,1025119.0,7.185,0.98,25.75,1.06,N,/,"['1.01', '(3.55%)']","Dec 04, 2019",28.97,40.72832067408413,27.3,-1.1099999999999994,0.0,1.1099999999999994,0.3241040527877354,0.4716666724068497,0.6871463933075392,2.0
(GNRC),112.0,116.51,112.8,108010.0,115990.0,108.97,113.46,49.41,118.86,1007280.0,928477.0,6.691,1.02,27.79,4.03,"Apr 29, 2020 "," May 03, 2020","['N/A', '(N/A)']","Jun 09, 2013",123.43,52.725468162453495,112.0,-4.510000000000005,0.0,4.510000000000005,1.6308473009544633,1.4622448190237358,1.115303866860882,2.0
(EWBC),36.86,38.35,36.77,21890.0,39100.0,36.03,38.5,36.03,54.0,2442153.0,1229239.0,5.299,1.7,8.0,4.61,"Apr 15, 2020 "," Apr 19, 2020","['1.10', '(2.87%)']","Jan 30, 2020",53.6,29.91848061800094,36.86,-1.490000000000002,0.0,1.490000000000002,0.3628319463254466,0.8499032555655978,0.4269097028978756,0.0
(CBRE),54.58,56.78,54.7,53330.0,55600.0,52.81,55.54,45.16,64.75,2688434.0,1408513.0,18.273,1.68,14.48,3.77,"May 05, 2020 "," May 10, 2020","['N/A', '(N/A)']",,62.13,30.58278488479894,54.58,-2.200000000000003,0.0,2.200000000000003,0.3124355046559312,0.7091702968851383,0.44056484884974706,2.0
(SRC),45.2,47.01,45.6,43570.0,46760.0,43.58,45.85,36.69,54.63,1518794.0,953952.0,4.634,0.6,24.97,1.81,"Apr 29, 2020 "," May 03, 2020","['2.50', '(5.32%)']","Mar 29, 2020",54.67,31.90920055414539,45.2,-1.8099999999999952,0.0,1.8099999999999952,0.3429433517215078,0.7318041999746921,0.4686271980037389,2.0
(PAC),104.9,109.07,107.5,74980.0,104390.0,103.99,107.5,85.02,135.31,112984.0,76016.0,6.041,0.15,23.63,4.44,N,/,"['4.32', '(3.96%)']","Nov 20, 2019",125.71,28.449634962464884,104.9,-4.169999999999988,0.0,4.169999999999988,0.7208092852837392,1.8128235231327523,0.3976169086983734,0.0
(ANZBY),14.54,15.12,14.75,0.0,0.0,14.35,14.75,14.35,20.08,273094.0,100708.0,42.001,0.6,9.27,1.57,N,/,"['1.09', '(7.24%)']","Nov 07, 2019",20.27,15.242342693266535,14.54,-0.5800000000000001,0.0,0.5800000000000001,0.03691274513087469,0.2052596418420366,0.17983440290362554,0.0
(INTU),276.18,287.18,276.45,265690.0,273100.0,268.14,281.8,236.03,306.89,1591450.0,1377195.0,71.942,0.96,44.69,6.18,"May 20, 2020 "," May 24, 2020","['2.12', '(0.74%)']","Apr 08, 2020",297.88,,,,,,,,,
(JAZZ),119.74,124.5,119.14,117020.0,122420.0,117.99,122.95,109.04,154.24,851273.0,562898.0,7.29,1.22,13.17,9.09,"May 04, 2020 "," May 10, 2020","['N/A', '(N/A)']",,168.71,,,,,,,,,
(SLAB),87.5,90.97,87.95,77000.0,88450.0,83.67,88.77,77.08,122.9,517626.0,313460.0,3.964,1.45,203.49,0.43,"Apr 21, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,121.89,,,,,,,,,
(BBL),34.89,36.28,34.8,34840.0,34940.0,34.41,35.4,34.41,51.87,3138995.0,1376101.0,88.003,0.97,9.4,3.71,N,/,"['2.60', '(7.17%)']","Mar 04, 2020",39.09,29.06818939704377,34.89,-1.3900000000000006,0.0,1.3900000000000006,0.25070355069469336,0.6117634824951684,0.4098047004573753,0.0
(WRK),30.08,31.26,30.19,29220.0,30150.0,29.33,30.87,29.33,44.39,3481166.0,2517262.0,7.774,1.75,9.06,3.32,"Apr 27, 2020 "," May 03, 2020","['1.86', '(5.95%)']","Feb 12, 2020",46.38,24.68567490834017,30.08,-1.1800000000000033,0.0,1.1800000000000033,0.251951446711347,0.7686868289155588,0.32776865328471,0.0
(HUN),17.87,18.56,17.83,17010.0,18250.0,17.43,18.53,17.33,25.66,3038773.0,2034411.0,4.023,2.43,7.34,2.43,"Apr 27, 2020 "," May 03, 2020","['0.65', '(3.53%)']","Mar 11, 2020",25.71,,,,,,,,,
(SCGLY),4.85,5.04,4.895,0.0,0.0,4.76,4.91,4.68,7.15,580446.0,729504.0,20.511,1.27,5.85,0.8290000000000001,N,/,"['0.50', '(9.91%)']","May 22, 2019",5.3,16.10125950360792,4.85,-0.1900000000000004,0.0,0.1900000000000004,0.022990328637158258,0.11979557349681234,0.19191300618273685,0.0
(FERGY),8.7,9.04,8.6,0.0,0.0,8.55,8.73,6.13,9.87,194102.0,206414.0,19.765,0.65,0.09,95.56,N,/,"['0.21', '(2.30%)']","Oct 23, 2019",9.04,37.82240674432897,8.7,-0.33999999999999986,0.0,0.33999999999999986,0.06066856439530174,0.09973520050894584,0.6082964097501364,2.0
(AVAL),7.7,8.01,7.85,7720.0,8070.0,7.7,7.9,6.78,8.92,129427.0,205945.0,8.578,0.48,10.13,0.76,N,/,"['0.35', '(4.37%)']","Feb 26, 2020",10.0,23.885506507779933,7.7,-0.3099999999999996,0.0,0.3099999999999996,0.023036435051462863,0.07340880902975222,0.31381022735468045,0.0
(PUK),30.86,32.06,30.64,30760.0,30890.0,30.44,31.32,30.44,46.5,924681.0,529350.0,40.67,1.07,13.42,2.3,N,/,"['1.26', '(3.94%)']","Oct 31, 2019",42.2,27.800882044241266,30.86,-1.2000000000000028,0.0,1.2000000000000028,0.2224733928180574,0.577765219985744,0.3850584720616218,0.0
(WBS),34.27,35.55,33.56,34050.0,40060.0,33.55,35.81,33.55,56.71,648153.0,561729.0,3.1,1.29,8.44,4.06,"Apr 15, 2020 "," Apr 19, 2020","['1.60', '(3.33%)']","Feb 09, 2020",49.95,25.70202843799245,34.27,-1.2799999999999943,0.0,1.2799999999999943,0.3523329705202206,1.0185042432438336,0.34593176499498474,0.0
(NOW),317.24,329.33,319.39,307000.0,317000.0,300.8,323.51,213.99,362.95,3994010.0,1821290.0,60.212,1.33,99.76,3.18,"Apr 21, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,360.94,,,,,,,,,
(PFG),42.28,43.89,41.56,40560.0,42000.0,41.21,43.82,41.21,60.81,2499899.0,1231618.0,11.614,1.53,8.52,4.96,A,p,"['2.24', '(5.10%)']","Feb 27, 2020",58.27,,,,,,,,,
(INFO),69.32,71.9,70.1,68710.0,75880.0,67.41,70.43,52.06,81.65,3324570.0,2107988.0,29.46,0.95,56.36,1.23,"Mar 23, 2020 "," Mar 29, 2020","['0.68', '(0.95%)']","Feb 04, 2020",83.13,31.83848381194129,69.32,-2.5800000000000125,0.0,2.5800000000000125,0.4477179520883711,0.9584983574974856,0.4671035151873441,2.0
(MPWR),166.06,172.33,167.1,158520.0,164540.0,161.11,169.7,114.84,193.1,356830.0,328827.0,7.497,1.62,69.77,2.38,"Apr 29, 2020 "," May 03, 2020","['2.00', '(1.22%)']","Mar 29, 2020",204.44,42.81855860138986,166.06,-6.270000000000009,0.0,6.270000000000009,1.657429691777785,2.2133911530041934,0.7488191545033457,2.0
(SFNC),20.41,21.18,20.6,20360.0,25000.0,20.01,21.13,20.01,27.29,1081614.0,582042.0,2.312,1.07,8.47,2.41,"Apr 19, 2020 "," Apr 23, 2020","['0.68', '(3.04%)']","Mar 12, 2020",29.2,27.124040733644968,20.41,-0.7699999999999996,0.0,0.7699999999999996,0.13966983060078028,0.37526019760675067,0.3721946305297893,0.0
(FHB),22.02,22.85,22.0,22020.0,32000.0,21.67,22.45,21.67,31.25,2302924.0,711319.0,2.87,1.27,10.34,2.13,"Apr 22, 2020 "," Apr 26, 2020","['1.04', '(4.55%)']","Feb 26, 2020",29.0,,,,,,,,,
(SSNC),52.47,54.44,52.76,52000.0,52520.0,51.12,53.68,42.51,67.73,2502936.0,1404667.0,13.415,1.31,31.61,1.66,"Apr 27, 2020 "," May 03, 2020","['0.50', '(0.92%)']","Feb 27, 2020",73.79,29.788233366495675,52.47,-1.9699999999999989,0.0,1.9699999999999989,0.4025164457863764,0.9487434320119054,0.42426269548217055,0.0
(NABZY),7.24,7.51,7.25,0.0,0.0,7.15,7.35,7.15,10.38,317196.0,150593.0,41.682,0.53,10.1,0.72,N,/,"['0.57', '(7.25%)']","Nov 14, 2019",9.61,,,,,,,,,
(JHX),18.28,18.96,18.14,18110.0,18190.0,18.03,18.31,12.21,22.13,30798.0,18842.0,12.259,0.43,34.3,0.53,N,/,"['0.36', '(1.91%)']","Nov 14, 2019",12.16,34.45733284696422,18.28,-0.6799999999999997,0.0,0.6799999999999997,0.12918215172283262,0.2457225232749999,0.5257236902872703,2.0
(MBT),9.45,9.81,9.42,9400.0,9480.0,9.35,9.49,7.39,11.0,3631025.0,3293339.0,8.584,0.88,78.1,0.12,N,/,"['0.90', '(9.19%)']","Jan 08, 2020",759.53,,,,,,,,,
(EEFT),106.05,109.96,106.75,105780.0,106090.0,102.17,107.46,102.17,171.25,1407290.0,528354.0,5.676,1.07,16.81,6.31,"Apr 26, 2020 "," Apr 30, 2020","['N/A', '(N/A)']",,180.25,19.863220120743847,106.05,-3.9099999999999966,0.0,3.9099999999999966,0.7753344476375021,3.1280328962494703,0.2478664621996567,0.0
(YUMC),42.57,44.17,43.13,41310.0,42450.0,41.9,43.86,38.38,50.74,3437111.0,2898483.0,15.997,1.02,23.14,1.84,"Apr 26, 2020 "," Apr 30, 2020","['0.48', '(1.06%)']","Mar 02, 2020",50.99,,,,,,,,,
(TSN),64.65,67.01,65.14,63360.0,64590.0,63.33,65.78,62.58,94.24,4696202.0,2880780.0,23.6,0.58,11.67,5.54,"May 03, 2020 "," May 07, 2020","['1.68', '(2.51%)']","May 28, 2020",97.0,25.61710641112123,64.65,-2.3599999999999994,0.0,2.3599999999999994,0.4195850133689056,1.2183244625692111,0.34439513139552475,0.0
(PRGO),53.17,55.12,53.27,53330.0,53330.0,51.28,53.69,40.68,63.86,1606523.0,1111531.0,7.238,1.46,49.69,1.07,"May 05, 2020 "," May 10, 2020","['0.90', '(1.63%)']","Feb 26, 2020",57.56,40.46459585942554,53.17,-1.949999999999996,0.0,1.949999999999996,0.5239805911779879,0.7709306270096402,0.6796728172682076,2.0
(UMBF),57.56,59.67,57.29,57600.0,57120.0,56.65,59.48,56.65,71.97,274321.0,186170.0,2.825,0.87,11.6,4.96,"Apr 20, 2020 "," Apr 26, 2020","['1.24', '(2.13%)']","Mar 08, 2020",68.14,31.217935094833337,57.56,-2.1099999999999994,0.0,2.1099999999999994,0.4121513423404405,0.9080876199368976,0.4538673728082327,2.0
(SNP),49.44,51.25,50.24,48550.0,50320.0,49.06,50.5,49.06,85.95,441500.0,195891.0,74.82,1.54,5.43,9.1,N,/,"['5.55', '(10.83%)']","Sep 05, 2019",75.7,,,,,,,,,
(TCTZF),49.53,51.34,50.4,0.0,0.0,49.0,50.58,39.92,54.25,20747.0,66431.0,481.629,1.19,36.55,1.36,N,/,"['0.13', '(0.25%)']","May 16, 2019",64.96,44.5322860166086,49.53,-1.8100000000000025,0.0,1.8100000000000025,0.3520053059076848,0.4384443597043664,0.8028505741185369,2.0
(AWI),105.21,109.07,106.68,86000.0,104110.0,102.33,106.68,72.19,111.46,392235.0,324785.0,5.049,1.44,24.37,4.32,"Apr 26, 2020 "," Apr 30, 2020","['0.80', '(0.72%)']","Mar 03, 2020",107.56,52.62542702006819,105.21,-3.86,0.0,3.86,0.9742228086028322,0.8770169128940055,1.110836968226831,2.0
(ASB),15.63,16.2,15.4,15170.0,17740.0,15.16,15.95,15.16,23.61,1723998.0,1187408.0,2.445,1.22,8.18,1.91,"Apr 22, 2020 "," Apr 26, 2020","['0.72', '(4.44%)']","Feb 27, 2020",22.56,23.65035248031141,15.63,-0.5699999999999985,0.0,0.5699999999999985,0.10005611227872628,0.3230078245569787,0.3097637415315193,0.0
(KGFHY),4.39,4.55,4.365,0.0,0.0,4.32,4.435,4.32,6.99,431183.0,455411.0,4.61,0.79,9.07,0.484,N,/,"['0.17', '(3.59%)']","Oct 02, 2019",11.37,,,,,,,,,
(KEX),58.94,60.99,58.98,58790.0,93000.0,58.05,61.39,58.05,92.3,636875.0,487759.0,3.59,1.08,24.87,2.37,"Apr 29, 2020 "," May 03, 2020","['N/A', '(N/A)']","Aug 07, 1989",85.67,,,,,,,,,
(MFC),16.06,16.65,16.13,15810.0,16860.0,15.82,16.28,15.82,21.23,4228980.0,2213804.0,31.343,1.43,17.48,0.92,"Feb 08, 2017 "," Feb 12, 2017","['0.84', '(5.07%)']","Feb 23, 2020",23.61,23.492147881856646,16.06,-0.5899999999999999,0.0,0.5899999999999999,0.07579778195514578,0.2468537794786453,0.3070553836170973,0.0
(HEI-A),92.94,96.28,94.28,85000.0,92790.0,89.05,94.28,76.66,113.69,1042570.0,480481.0,13.305,0.71,34.42,2.7,N,/,"['0.16', '(0.17%)']","Jan 07, 2020",115.0,45.90070949741883,92.94,-3.3400000000000034,0.0,3.3400000000000034,1.203872534470417,1.4189029033212694,0.8484530771291509,2.0
(URI),115.67,119.82,114.05,114000.0,115650.0,111.65,118.36,101.9,170.04,2662500.0,1126703.0,8.603,2.44,7.66,15.11,A,p,"['N/A', '(N/A)']",,174.54,,,,,,,,,
(SNX),122.11,126.49,122.06,121160.0,150000.0,120.15,125.2,78.55,153.07,343920.0,365975.0,6.282,1.02,12.54,9.74,"Mar 24, 2020 "," Mar 29, 2020","['1.60', '(1.28%)']","Jan 22, 2020",167.0,34.316040366369556,122.11,-4.379999999999996,0.0,4.379999999999996,1.035141891369239,1.9813538357534632,0.5224417126765237,2.0
(LW),83.37,86.36,83.78,83320.0,107000.0,80.24,84.13,58.83,96.32,2130513.0,1017124.0,12.18,0.31,24.17,3.45,M,a,"['0.92', '(1.04%)']","Jan 29, 2020",96.83,,,,,,,,,
(UFPI),47.24,48.93,47.26,47220.0,46430.0,45.75,48.16,29.0,58.1,253201.0,374349.0,2.901,1.87,16.23,2.91,A,p,"['0.50', '(1.07%)']","Feb 26, 2020",56.0,43.06953742944143,47.24,-1.6899999999999975,0.0,1.6899999999999975,0.564563214146832,0.7462547046007895,0.7565288508952801,2.0
(SNPS),137.72,142.64,136.88,134010.0,137710.0,133.79,139.76,100.65,166.87,1462238.0,1225296.0,20.689,1.15,44.25,3.11,"May 19, 2020 "," May 24, 2020","['N/A', '(N/A)']",,179.58,38.05718838238226,137.72,-4.919999999999988,0.0,4.919999999999988,1.1789892488830798,1.9189517682963888,0.6143923304178537,2.0
(PRU),69.81,72.26,68.47,68610.0,69300.0,67.95,71.79,67.95,106.4,5083728.0,2131304.0,27.715,1.59,6.91,10.11,M,a,"['4.40', '(6.09%)']","Feb 13, 2020",100.86,24.027769820140435,69.81,-2.450000000000003,0.0,2.450000000000003,0.5339091426659396,1.688141204338837,0.3162704288561252,0.0
(CBRL),132.56,137.23,132.68,130010.0,131310.0,130.29,137.11,130.29,180.93,525879.0,375149.0,3.174,0.45,14.52,9.13,"Jun 01, 2020 "," Jun 07, 2020","['5.20', '(3.79%)']","Apr 15, 2020",160.17,28.383593913728205,132.56,-4.669999999999988,0.0,4.669999999999988,1.035825472095519,2.6135554880602148,0.3963280966589732,0.0
(PHM),41.5,42.96,41.36,40210.0,41440.0,40.31,42.03,25.24,47.37,3949333.0,3543506.0,11.204,0.6,11.35,3.66,"Apr 20, 2020 "," Apr 26, 2020","['0.48', '(1.12%)']","Mar 11, 2020",48.3,40.91946897873113,41.5,-1.4600000000000009,0.0,1.4600000000000009,0.3637528154436725,0.5251952196169528,0.6926049626060437,2.0
(FDS),279.08,288.85,279.51,249000.0,279500.0,273.7,283.38,228.43,310.25,602712.0,353693.0,10.213,0.95,29.88,9.34,M,a,"['2.88', '(1.00%)']","Feb 26, 2020",239.85,45.642111592337145,279.08,-9.770000000000039,0.0,9.770000000000039,2.713590142981284,3.2317748901230763,0.8396593931324041,2.0
(EBS),58.65,60.83,59.3,50000.0,58580.0,57.4,60.33,39.11,71.19,445009.0,339393.0,3.05,1.31,56.39,1.04,"Apr 29, 2020 "," May 03, 2020","['N/A', '(N/A)']",,71.83,47.84701781273774,58.65,-2.18,0.0,2.18,0.8003776400840985,0.8724071575319059,0.9174358935206546,2.0
(EV),38.56,39.93,38.17,36000.0,54140.0,38.03,39.38,36.84,51.79,936990.0,554462.0,4.641,1.5,10.53,3.66,"May 18, 2020 "," May 24, 2020","['1.50', '(3.76%)']","Jan 29, 2020",49.43,,,,,,,,,
(ROLL),157.47,162.98,158.15,155900.0,156330.0,154.16,162.52,125.02,185.06,134473.0,92465.0,3.943,0.97,31.63,4.98,"May 20, 2020 "," May 24, 2020","['N/A', '(N/A)']","May 27, 2014",177.0,33.47939911071363,157.47,-5.509999999999992,0.0,5.509999999999992,1.0966052689757575,2.178857547275436,0.5032936964360124,2.0
(OMC),65.82,68.12,66.21,64459.99999999999,65880.0,64.77,67.53,64.77,85.05,4309423.0,1962319.0,14.274,0.68,10.86,6.06,"Apr 13, 2020 "," Apr 19, 2020","['2.60', '(3.82%)']","Mar 08, 2020",78.67,25.36591271868494,65.82,-2.300000000000012,0.0,2.300000000000012,0.3206524680790598,0.9434552801229674,0.339870341323721,0.0
(ESGR),174.92,181.01,175.23,10.0,174670.0,172.87,182.05,158.72,213.99,56019.0,35918.0,3.775,0.72,4.22,41.43,"Jul 30, 2019 "," Aug 04, 2019","['N/A', '(N/A)']","Jan 30, 2007",185.0,34.65091932925193,174.92,-6.0900000000000025,0.0,6.0900000000000025,1.3650876132374186,2.5744546547942018,0.5302434092965377,2.0
(SMTC),37.77,39.08,37.32,35000.0,39000.0,36.74,38.69,36.74,56.13,922897.0,436852.0,2.502,1.9,51.74,0.73,M,a,"['N/A', '(N/A)']","Sep 04, 1980",54.67,25.63313067917139,37.77,-1.3099999999999952,0.0,1.3099999999999952,0.2980922988800763,0.8648257332988645,0.3446848161455694,0.0
(ICL),3.47,3.58,3.52,3120.0,4000.0,3.41,3.53,3.41,5.568,386980.0,247808.0,4.366,0.41,9.38,0.37,N,/,"['0.18', '(4.77%)']","Mar 02, 2020",5.35,30.84988493597648,3.47,-0.10999999999999988,0.0,0.10999999999999988,0.024203874592881987,0.05425306177207651,0.4461291916494097,2.0
(BPY),16.82,17.4,16.96,16830.0,17330.0,16.62,17.1,15.78,21.22,3211624.0,1636613.0,15.947,0.99,8.93,1.88,"Oct 29, 2019 "," Nov 03, 2019","['1.33', '(7.64%)']","Feb 26, 2020",21.8,,,,,,,,,
(TPH),15.37,15.91,15.41,14640.0,15240.0,14.89,15.46,11.3,18.63,2899232.0,2064777.0,2.092,1.03,10.46,1.47,"Apr 22, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,17.71,38.506721786271314,15.37,-0.5400000000000009,0.0,0.5400000000000009,0.14782412829520758,0.2360676221261719,0.6261939988373311,2.0
(MGP),27.05,27.98,27.27,26370.0,28480.0,26.03,27.5,26.03,34.37,3307578.0,1515998.0,8.81,0.6,27.89,0.97,"Apr 27, 2020 "," May 03, 2020","['1.88', '(6.48%)']","Dec 29, 2019",35.65,,,,,,,,,
(LEN),62.55,64.7,62.46,60910.0,61740.0,61.0,63.79,44.84,71.38,4108062.0,3417854.0,19.051,1.0,10.89,5.74,M,a,"['0.50', '(0.77%)']","Jan 22, 2020",70.5,41.400422725262864,62.55,-2.1500000000000057,0.0,2.1500000000000057,0.5918910064625309,0.8377828168952058,0.7064969518664258,2.0
(GPN),179.56,185.73,179.43,179750.0,185000.0,173.84,181.06,128.12,209.62,2533198.0,1769419.0,53.801,1.0,83.13,2.16,"Apr 29, 2020 "," May 03, 2020","['0.78', '(0.42%)']","Mar 11, 2020",221.89,,,,,,,,,
(CACI),241.53,249.31,241.31,217000.0,238850.0,235.16,244.02,176.31,288.59,170730.0,173285.0,6.056,1.29,23.15,10.43,"Apr 28, 2020 "," May 03, 2020","['N/A', '(N/A)']",,299.33,,,,,,,,,
(BSBR),7.87,8.14,7.95,7810.0,7820.0,7.8,8.08,7.8,12.85,1562848.0,1380314.0,29.665,0.76,9.94,0.79,N,/,"['0.72', '(8.87%)']","Jan 05, 2020",11.93,20.208938244359274,7.87,-0.2700000000000005,0.0,0.2700000000000005,0.033853963060547256,0.1336657881069669,0.2532732087993632,0.0
(TEL),78.69,81.37,77.65,75080.0,90000.0,77.23,79.86,77.23,101.0,2438074.0,1687465.0,26.294,1.18,16.69,4.71,"Apr 21, 2020 "," Apr 26, 2020","['1.84', '(2.26%)']","Feb 19, 2020",101.69,,,,,,,,,
(DAR),24.98,25.83,24.89,22000.0,27920.0,24.41,25.29,18.2,29.57,1280065.0,1846973.0,4.12,1.2,13.43,1.86,"May 05, 2020 "," May 10, 2020","['N/A', '(N/A)']",,32.33,34.944089847616404,24.98,-0.8499999999999979,0.0,0.8499999999999979,0.1838166432496542,0.3422140648078136,0.5371393585266143,2.0
(IPG),20.04,20.71,19.95,19420.0,20970.0,19.57,20.54,19.56,25.2,5478945.0,3641245.0,7.772,1.03,11.93,1.68,"Apr 23, 2020 "," Apr 27, 2020","['1.02', '(4.93%)']","Feb 27, 2020",25.1,,,,,,,,,
(EMN),57.78,59.71,57.73,56510.0,60730.0,56.57,59.48,56.57,86.18,1939938.0,1201091.0,7.858,1.4,10.54,5.48,"Apr 22, 2020 "," Apr 26, 2020","['2.64', '(4.42%)']","Mar 12, 2020",84.13,26.28150837781419,57.78,-1.93,0.0,1.93,0.4358785559286496,1.2226204528139422,0.35651174894501897,0.0
(GPC),82.85,85.65,83.35,80630.0,82750.0,80.78,84.86,80.78,115.2,1809049.0,794542.0,12.045,0.88,19.54,4.24,"Apr 15, 2020 "," Apr 19, 2020","['3.16', '(3.69%)']","Mar 04, 2020",102.89,29.994847648303352,82.85,-2.800000000000012,0.0,2.800000000000012,0.5007884590431873,1.1687931468214263,0.4284662862758041,0.0
(CXP),18.96,19.58,18.99,18920.0,18940.0,18.38,19.29,17.98,23.13,596953.0,746354.0,2.185,0.93,249.47,0.08,"Apr 22, 2020 "," Apr 26, 2020","['0.84', '(4.29%)']","Feb 27, 2020",23.4,,,,,,,,,
(TXT),35.97,37.17,39.48,34460.0,37700.0,35.13,36.61,35.13,58.0,1975334.0,1834890.0,8.203,1.71,10.28,3.5,"Apr 14, 2020 "," Apr 19, 2020","['0.08', '(0.22%)']","Mar 11, 2020",54.75,21.599722382708613,35.97,-1.2000000000000028,0.0,1.2000000000000028,0.22811288960105155,0.8279788765767611,0.2755056874689525,0.0
(SAIC),81.42,84.29,81.24,70000.0,80200.0,78.27,82.87,69.99,96.8,464154.0,488768.0,4.7,1.22,28.84,2.82,M,a,"['1.48', '(1.76%)']","Jan 15, 2020",105.3,,,,,,,,,
